Currency,Date,Closing,24h Open (USD),24h High (USD),24h Low (USD)
BTC,2019-05-13,6992.706661,7241.023653,7577.770675,6758.882084
BTC,2019-05-14,7906.940835,6992.705887,8148.561088,6860.28668
BTC,2019-05-15,7928.417416,7906.946425,8353.869652,7642.403561
BTC,2019-05-16,8177.453519,7989.127708,8260.95311,7844.980238
BTC,2019-05-17,7820.076243,8177.453574,8360.300191,7683.665283
BTC,2019-05-18,7243.650539,7820.076541,7935.97477,6900.829403
BTC,2019-05-19,7295.649729,7361.257633,7490.7942,7218.260668
BTC,2019-05-20,8221.259395,7285.421427,8242.357508,7267.210918
BTC,2019-05-21,7917.012499,8221.265473,8296.545603,7581.108489
BTC,2019-05-22,7961.128743,7984.511103,8092.679154,7811.277222
BTC,2019-05-23,7723.90388,7961.51988,8018.754546,7511.113924
BTC,2019-05-24,7903.84691,7723.894267,7973.230631,7478.095035
BTC,2019-05-25,8038.506791,7871.375871,8171.800838,7792.433814
BTC,2019-05-26,8089.570163,7990.919816,8130.577634,7935.743891
BTC,2019-05-27,8653.142368,8090.046526,8780.78203,7889.070676
BTC,2019-05-28,8800.346606,8653.151802,8937.246491,8621.572192
BTC,2019-05-29,8719.331485,8776.565788,8819.666297,8555.590834
BTC,2019-05-30,8672.400107,8721.347641,8756.242443,8430.12989
BTC,2019-05-31,8287.040256,8665.839657,9084.149997,8025.586476
BTC,2019-06-01,8513.203882,8285.496394,8544.643225,8120.089479
BTC,2019-06-02,8588.479505,8514.395927,8622.729981,8455.86041
BTC,2019-06-03,8744.265561,8589.169642,8830.182154,8523.242741
BTC,2019-06-04,8474.048229,8744.109224,8765.743462,8342.317687
BTC,2019-06-05,7645.572514,8108.159569,8108.159569,7453.269352
BTC,2019-06-06,7790.321135,7644.798758,7922.561139,7586.361621
BTC,2019-06-07,7730.881726,7794.195924,7920.527049,7459.129076
BTC,2019-06-08,8030.256079,7730.185918,8134.16682,7723.539678
BTC,2019-06-09,7949.425799,8030.233856,8074.593539,7790.899834
BTC,2019-06-10,7600.922492,7930.892273,7964.024535,7525.592609
BTC,2019-06-11,7954.006238,7600.922505,8064.900135,7530.5341
BTC,2019-06-12,7903.62525,8014.230919,8048.222661,7714.610306
BTC,2019-06-13,8151.78868,7903.614632,8249.416067,7824.114084
BTC,2019-06-14,8256.720099,8166.668236,8330.664352,8052.154225
BTC,2019-06-15,8667.787954,8257.277693,8694.022966,8172.400277
BTC,2019-06-16,8836.168413,8698.144537,8897.996023,8622.471735
BTC,2019-06-17,9061.540461,8836.249652,9381.819714,8800.995665
BTC,2019-06-18,9346.975087,9061.593525,9409.342462,8969.770913
BTC,2019-06-19,9012.48785,9337.754059,9357.773256,8943.097105
BTC,2019-06-20,9259.123638,9011.469676,9285.416716,8967.581715
BTC,2019-06-21,9559.900689,9260.682723,9599.915335,9198.775257
BTC,2019-06-22,9906.407965,9559.900659,9941.527077,9521.832102
BTC,2019-06-23,10461.41217,10206.49034,11190.5678,10058.41627
BTC,2019-06-24,10843.57097,10461.39042,11307.69355,10460.99889
BTC,2019-06-25,10996.45975,10843.60177,11104.10052,10539.81244
BTC,2019-06-26,11665.40968,10996.45328,11704.6219,10951.02502
BTC,2019-06-27,12444.92586,11668.66586,13879.23771,11625.88109
BTC,2019-06-28,11086.26883,12444.92234,13328.58031,10314.75387
BTC,2019-06-29,12316.95301,11086.23572,12402.04351,10789.98414
BTC,2019-06-30,12024.08097,12360.1871,12381.0417,11368.2745
BTC,2019-07-01,10932.31051,12024.09452,12187.3067,10837.56007
BTC,2019-07-02,10454.68382,10932.30749,11196.99575,9986.256849
BTC,2019-07-03,10800.13014,10454.71189,10933.815,9676.5904
BTC,2019-07-04,11942.24022,10778.91006,11967.65444,10691.66944
BTC,2019-07-05,11645.52461,11942.24132,12044.07955,11488.83066
BTC,2019-07-06,10946.20905,11138.77103,11440.85573,10771.35484
BTC,2019-07-07,11219.046,10946.20856,11735.57094,10834.77587
BTC,2019-07-08,11422.11447,11219.04951,11593.11777,11101.91516
BTC,2019-07-09,12335.99939,11422.14116,12354.46303,11335.16395
BTC,2019-07-10,12575.90407,12335.99155,12815.67904,12127.71218
BTC,2019-07-11,12054.18379,12585.24197,13175.68774,11566.89839
BTC,2019-07-12,11324.1447,12054.18281,12188.17784,11011.04112
BTC,2019-07-13,11802.95996,11324.20183,11919.92206,11100.08851
BTC,2019-07-14,11279.60274,11796.77215,11830.80837,10826.03516
BTC,2019-07-15,10506.39583,11402.96731,11463.24252,10316.74949
BTC,2019-07-16,10934.48274,10506.34821,10954.82405,9872.027243
BTC,2019-07-17,9490.410516,10934.47264,11075.35282,9404.352196
BTC,2019-07-18,9733.132134,9490.438127,9972.24511,9085.489499
BTC,2019-07-19,10603.34887,9693.486511,10740.9887,9282.643
BTC,2019-07-20,10466.26094,10603.34315,10797.63846,10133.09431
BTC,2019-07-21,10983.216,10533.96325,11035.42593,10368.80107
BTC,2019-07-22,10551.13163,11004.39657,11096.77442,10314.26618
BTC,2019-07-23,10285.63923,10551.12785,10685.24817,10071.52249
BTC,2019-07-24,10027.53261,10285.63482,10338.63884,9882.631832
BTC,2019-07-25,9771.504761,9867.265028,9916.47758,9510.623987
BTC,2019-07-26,9897.429352,9771.504819,10184.44037,9738.089085
BTC,2019-07-27,9812.226351,9897.413446,9924.602563,9643.881829
BTC,2019-07-28,9440.140037,9812.206638,10193.53397,9306.103532
BTC,2019-07-29,9495.855261,9459.674242,9603.319275,9134.399352
BTC,2019-07-30,9506.704273,9528.693443,9717.514278,9373.369428
BTC,2019-07-31,9572.735372,9506.698028,9719.981661,9387.22372
BTC,2019-08-01,10005.29447,9572.738464,10132.40473,9572.738439
BTC,2019-08-02,10385.20061,10005.28929,10474.78174,9884.737728
BTC,2019-08-03,10513.91147,10385.21297,10663.61879,10329.19692
BTC,2019-08-04,10831.25986,10513.91475,10909.25592,10498.94443
BTC,2019-08-05,10985.80754,10831.2503,11051.98579,10573.7773
BTC,2019-08-06,11811.78705,10985.83088,11940.48387,10939.56908
BTC,2019-08-07,11310.18722,11811.80356,12314.10766,11219.40378
BTC,2019-08-08,11956.04722,11310.22164,12129.40974,11283.67611
BTC,2019-08-09,11817.45548,11956.02281,12032.04653,11502.52799
BTC,2019-08-10,11827.57457,11972.59295,12027.25991,11654.66325
BTC,2019-08-11,11278.28125,11827.57457,11967.87796,11227.62221
BTC,2019-08-12,11485.36578,11279.87554,11545.10453,11101.01485
BTC,2019-08-13,11391.96865,11485.36408,11583.8907,11227.44066
BTC,2019-08-14,10869.37911,11391.96383,11434.88853,10746.75595
BTC,2019-08-15,10211.49858,10851.20047,10860.82397,10047.99513
BTC,2019-08-16,10386.53955,10211.50951,10444.07996,9682.711422
BTC,2019-08-17,10388.45059,10307.25976,10530.36531,9726.97815
BTC,2019-08-18,10212.10144,10388.45804,10463.91871,9994.108246
BTC,2019-08-19,10335.37284,10211.67093,10462.74951,10082.26549
BTC,2019-08-20,10774.81031,10335.37448,10812.79708,10264.45646
BTC,2019-08-21,10818.50701,10774.82421,10943.87041,10531.48856
BTC,2019-08-22,10064.91679,10818.52263,10818.58913,9864.136684
BTC,2019-08-23,10161.16475,10064.93106,10229.01701,9762.052413
BTC,2019-08-24,10364.28135,10103.4429,10450.29234,10034.08645
BTC,2019-08-25,10171.49746,10392.61634,10408.96385,9901.486012
BTC,2019-08-26,10068.92242,10171.49019,10292.84102,9911.50882
BTC,2019-08-27,10312.21504,10138.57086,10624.60517,10136.07172
BTC,2019-08-28,10122.19653,10312.19686,10402.29749,10042.87929
BTC,2019-08-29,9743.162051,10169.14274,10279.25422,9600.835039
BTC,2019-08-30,9487.976434,9743.15873,9747.119828,9325.394154
BTC,2019-08-31,9590.736337,9487.960049,9682.725536,9343.706051
BTC,2019-09-01,9624.983911,9580.761352,9699.864379,9406.444484
BTC,2019-09-02,9780.667897,9624.979967,9819.158622,9552.150794
BTC,2019-09-03,10381.85596,9781.864338,10440.22046,9738.247573
BTC,2019-09-04,10691.3113,10366.37382,10752.42149,10290.49442
BTC,2019-09-05,10555.0469,10691.31852,10810.01817,10185.25791
BTC,2019-09-06,10576.31789,10555.0624,10643.94607,10463.81329
BTC,2019-09-07,10334.02389,10576.32519,10928.34381,10201.60832
BTC,2019-09-08,10495.22736,10333.99906,10563.71089,10288.75316
BTC,2019-09-09,10402.79653,10485.40972,10595.19556,10244.58258
BTC,2019-09-10,10332.94219,10402.76795,10524.38695,10097.98038
BTC,2019-09-11,10082.94683,10332.93727,10380.30659,9956.122723
BTC,2019-09-12,10152.75298,10107.49504,10269.03039,9891.803301
BTC,2019-09-13,10396.7672,10152.76062,10459.92661,10055.26449
BTC,2019-09-14,10299.47696,10396.76226,10447.38863,10167.99105
BTC,2019-09-15,10351.23202,10299.49457,10425.91182,10229.45418
BTC,2019-09-16,10302.19071,10361.08564,10381.56459,10267.86546
BTC,2019-09-17,10301.65965,10306.1484,10373.06351,10093.14028
BTC,2019-09-18,10231.42151,10301.66126,10304.62364,10145.34576
BTC,2019-09-19,10168.28771,10231.41302,10263.82338,10094.32501
BTC,2019-09-20,10223.50558,10166.77877,10286.01075,9687.29416
BTC,2019-09-21,10138.33521,10223.50709,10289.21566,10065.62894
BTC,2019-09-22,9984.520516,10138.35756,10179.74247,9908.572815
BTC,2019-09-23,10031.86671,9984.518857,10083.09813,9850.753085
BTC,2019-09-24,9719.718696,10031.86687,10062.91987,9630.695768
BTC,2019-09-25,8688.973526,9719.704257,9770.161484,7944.334498
BTC,2019-09-26,8438.708552,8528.464788,8741.509561,8230.466526
BTC,2019-09-27,8103.2109,8438.716459,8462.412486,7757.276118
BTC,2019-09-28,8195.210697,8103.901572,8286.743263,7869.55317
BTC,2019-09-29,8146.414032,8183.316058,8321.160587,7723.691419
BTC,2019-09-30,8085.71329,8146.422964,8228.641494,7905.017736
BTC,2019-10-01,8241.34147,8055.694139,8331.291686,7728.678427
BTC,2019-10-02,8333.68919,8298.624775,8508.705409,8195.045244
BTC,2019-10-03,8273.464018,8333.710296,8388.015862,8177.694601
BTC,2019-10-04,8203.843833,8273.457419,8412.650047,8060.325317
BTC,2019-10-05,8163.902638,8231.786249,8240.948769,8014.419323
BTC,2019-10-06,8137.146689,8163.901441,8196.249514,8025.500462
BTC,2019-10-07,7853.693305,8138.833489,8171.568254,7802.464851
BTC,2019-10-08,8236.208379,7850.684576,8304.140139,7777.631571
BTC,2019-10-09,8201.637818,8236.205875,8316.990673,8113.111805
BTC,2019-10-10,8572.380812,8173.838803,8691.072691,8117.91224
BTC,2019-10-11,8582.144518,8572.382301,8654.382776,8435.18651
BTC,2019-10-12,8320.171581,8582.148123,8796.457282,8288.227631
BTC,2019-10-13,8328.60426,8320.168154,8406.142415,8225.301457
BTC,2019-10-14,8282.177326,8309.172913,8468.97364,8167.264904
BTC,2019-10-15,8337.818999,8282.181596,8385.55341,8214.318868
BTC,2019-10-17,8003.820395,8166.344773,8184.386436,7918.275881
BTC,2019-10-18,8058.058081,8003.819261,8120.121106,7937.852166
BTC,2019-10-19,7970.239476,8058.058875,8121.045885,7820.066343
BTC,2019-10-20,7943.347107,7956.890802,8095.903392,7882.646968
BTC,2019-10-21,8200.318763,7943.352412,8306.004901,7884.518625
BTC,2019-10-22,8200.246099,8233.799468,8346.556497,8152.237887
BTC,2019-10-23,8073.409544,8200.244382,8309.665328,8054.948065
BTC,2019-10-24,7420.415836,8027.293815,8054.994888,7307.391946
BTC,2019-10-25,7460.617416,7420.414034,7503.599764,7347.630865
BTC,2019-10-26,8591.223897,7421.571805,8762.680498,7393.261413
BTC,2019-10-27,9578.367556,8591.236577,10332.40951,8591.225768
BTC,2019-10-28,9458.22336,9578.364387,9930.974021,9272.656652
BTC,2019-10-29,9455.724693,9228.074502,9551.778726,9125.778457
BTC,2019-10-30,9225.995479,9455.728198,9468.963245,9004.132304
BTC,2019-10-31,9131.41063,9225.997769,9425.44994,8954.89964
BTC,2019-11-01,9197.632345,9131.417153,9291.117644,9047.176594
BTC,2019-11-02,9290.896602,9230.478858,9377.084522,9197.833142
BTC,2019-11-03,9202.415451,9290.899794,9362.633137,9074.382879
BTC,2019-11-04,9369.628081,9203.826007,9526.165195,9125.861531
BTC,2019-11-05,9326.599624,9404.38087,9466.070961,9173.044686
BTC,2019-11-06,9335.752402,9326.592531,9439.215735,9254.732115
BTC,2019-11-07,9226.485821,9331.215796,9364.590814,9088.107628
BTC,2019-11-08,8794.358645,9205.618606,9247.614352,8666.389614
BTC,2019-11-09,8798.042055,8794.36261,8881.909087,8719.961753
BTC,2019-11-10,9081.186878,8798.036067,9123.338511,8742.737626
BTC,2019-11-11,8711.534339,9081.177733,9096.026278,8613.892395
BTC,2019-11-12,8760.892718,8711.536153,8856.381556,8564.937933
BTC,2019-11-13,8749.520591,8760.888546,8837.921252,8703.63545
BTC,2019-11-14,8656.970922,8758.546642,8785.054199,8562.374593
BTC,2019-11-15,8500.643558,8656.971858,8763.903472,8359.849192
BTC,2019-11-16,8469.260899,8500.643936,8539.132174,8423.543205
BTC,2019-11-17,8537.339652,8469.261015,8624.956305,8369.224963
BTC,2019-11-18,8205.806366,8500.644603,8500.646489,8035.885907
BTC,2019-11-19,8118.488536,8205.810043,8205.810043,7988.922628
BTC,2019-11-20,8074.843174,8119.484444,8215.619589,8029.097727
BTC,2019-11-21,7612.740574,8074.840561,8118.113996,7420.281322
BTC,2019-11-22,7262.110535,7618.579413,7717.802088,6804.143065
BTC,2019-11-23,7303.405759,7262.127934,7354.862635,7094.975791
BTC,2019-11-24,7041.732936,7303.414265,7338.698677,6920.631497
BTC,2019-11-25,7211.861809,6894.651354,7368.147389,6524.552859
BTC,2019-11-26,7141.069449,7211.870983,7336.30101,7012.057702
BTC,2019-11-27,7523.480673,7141.075509,7660.64037,6851.62293
BTC,2019-11-28,7390.207469,7523.472887,7647.518089,7379.309918
BTC,2019-11-29,7729.265939,7390.210656,7856.607906,7378.405543
BTC,2019-11-30,7542.235609,7748.335487,7805.029322,7439.098867
BTC,2019-12-01,7381.963008,7542.245344,7564.940079,7238.322233
BTC,2019-12-02,7333.43293,7381.962005,7440.615736,7162.492125
BTC,2019-12-03,7315.367765,7315.439203,7407.410775,7238.730592
BTC,2019-12-04,7213.733762,7315.369274,7767.908725,7089.141289
BTC,2019-12-05,7398.78705,7213.743416,7488.137772,7155.119946
BTC,2019-12-06,7511.880583,7392.910937,7583.387456,7304.070441
BTC,2019-12-07,7532.123513,7511.884605,7619.666018,7475.015594
BTC,2019-12-08,7550.2392,7532.123513,7573.156018,7387.154016
BTC,2019-12-09,7333.096043,7550.238815,7652.742606,7285.227768
BTC,2019-12-10,7239.762575,7333.095889,7394.504676,7161.527291
BTC,2019-12-11,7198.066677,7240.078227,7269.474391,7131.644054
BTC,2019-12-12,7190.272369,7203.956606,7282.336143,7081.880221
BTC,2019-12-13,7238.874323,7188.071895,7297.588894,7183.201754
BTC,2019-12-14,7087.024985,7238.993089,7271.571184,7007.426923
BTC,2019-12-15,7112.731476,7087.024958,7198.32384,7007.558814
BTC,2019-12-16,6883.496394,7112.504977,7139.580243,6828.479448
BTC,2019-12-17,6584.028843,6884.661554,6933.741179,6565.009645
BTC,2019-12-18,7424.0154,6584.030424,7424.06403,6427.959386
BTC,2019-12-19,7147.568324,7285.122044,7367.158856,7043.162249
BTC,2019-12-20,7139.933371,7147.569001,7177.392151,7076.11104
BTC,2019-12-21,7286.335081,7155.213175,7328.930813,7122.024233
BTC,2019-12-22,7236.986205,7286.33631,7356.640519,7083.734726
BTC,2019-12-23,7166.172379,7236.986086,7498.797304,7127.936255
BTC,2019-12-24,7235.62665,7166.173045,7292.006736,7045.122915
BTC,2019-12-25,7212.809395,7235.623582,7277.804111,7120.21395
BTC,2019-12-26,7183.706536,7212.808361,7427.47228,7105.723864
BTC,2019-12-27,7227.293712,7183.706083,7251.381246,7065.278308
BTC,2019-12-28,7311.560644,7227.294388,7348.789794,7217.079597
BTC,2019-12-29,7385.464848,7315.151548,7520.637034,7272.593791
BTC,2019-12-30,7251.276794,7379.157881,7396.603322,7202.130766
BTC,2019-12-31,7179.957819,7251.277888,7298.892042,7119.626946
BTC,2020-01-01,7174.744012,7179.957689,7237.014866,7152.992402
BTC,2020-01-02,6955.48758,7174.712357,7190.188749,6914.857474
BTC,2020-01-03,7291.219505,6955.48758,7390.041835,6852.093401
BTC,2020-01-04,7337.63667,7291.217504,7390.762935,7263.178696
BTC,2020-01-05,7347.433264,7337.421391,7487.333871,7316.76337
BTC,2020-01-06,7713.860754,7351.57889,7749.648613,7339.702523
BTC,2020-01-07,8039.603701,7714.908484,8192.158877,7708.885351
BTC,2020-01-08,8067.606369,8046.802943,8463.183418,7871.035499
BTC,2020-01-09,7808.701364,8046.111529,8046.283882,7755.401227
BTC,2020-01-10,8087.452885,7808.703733,8136.499126,7670.457792
BTC,2020-01-11,8078.993532,8195.475999,8278.66058,8008.905117
BTC,2020-01-12,8149.313717,8080.229614,8188.385802,7959.533522
BTC,2020-01-13,8116.961008,8150.807336,8191.187715,8035.31553
BTC,2020-01-14,8735.142439,8110.511235,8848.921995,8108.954039
BTC,2020-01-15,8843.675732,8735.148417,8897.643793,8558.744377
BTC,2020-01-16,8711.637578,8825.385428,8855.530135,8587.518351
BTC,2020-01-17,8925.299028,8711.637311,9009.5337,8665.011538
BTC,2020-01-18,8939.8643,8925.303486,8971.890632,8803.094435
BTC,2020-01-19,8638.18144,8939.879994,9181.972791,8455.129028
BTC,2020-01-20,8652.683763,8638.182713,8739.353819,8502.570319
BTC,2020-01-21,8708.786013,8652.682469,8783.7501,8486.340457
BTC,2020-01-22,8635.074357,8708.835222,8797.773614,8575.103286
BTC,2020-01-23,8384.088777,8635.074108,8665.272406,8277.809127
BTC,2020-01-24,8451.232296,8381.599774,8512.454207,8220.867389
BTC,2020-01-25,8347.567505,8451.232129,8458.283993,8256.043067
BTC,2020-01-26,8562.30747,8347.569951,8597.904143,8282.358307
BTC,2020-01-27,8881.962391,8562.307388,8982.03544,8554.125634
BTC,2020-01-28,9131.114988,8877.733617,9176.388648,8874.284819
BTC,2020-01-29,9320.978406,9131.114653,9432.677487,9104.824063
BTC,2020-01-30,9545.077957,9288.522646,9633.251035,9185.18134
BTC,2020-01-31,9388.880752,9548.545376,9558.432613,9198.659041
BTC,2020-02-01,9363.193383,9388.87907,9451.06458,9284.410559
BTC,2020-02-02,9385.260386,9375.226831,9465.487907,9150.534573
BTC,2020-02-03,9269.707035,9385.259769,9603.105582,9222.946494
BTC,2020-02-04,9177.894637,9286.207776,9349.247058,9072.588214
BTC,2020-02-05,9625.456637,9177.895794,9745.171377,9147.652281
BTC,2020-02-06,9681.377411,9600.403585,9856.447773,9527.151669
BTC,2020-02-07,9795.344066,9681.3777,9872.616069,9653.132962
BTC,2020-02-08,9927.778256,9795.343586,9939.671501,9660.309157
BTC,2020-02-09,10132.7065,9900.684635,10175.90701,9888.154765
BTC,2020-02-10,9838.900016,10132.70648,10197.19928,9752.195757
BTC,2020-02-11,10236.63515,9851.644254,10351.45593,9711.360915
BTC,2020-02-12,10364.92629,10236.79326,10489.77986,10218.52286
BTC,2020-02-13,10218.09974,10364.23238,10516.91793,10097.76169
BTC,2020-02-14,10367.528,10234.4677,10598.03016,10108.15916
BTC,2020-02-15,9926.353691,10367.52748,10397.53648,9810.928072
BTC,2020-02-16,9876.234963,9926.353455,10052.35462,9642.465032
BTC,2020-02-17,9636.624095,9933.901933,9966.095384,9468.292698
BTC,2020-02-18,10189.99598,9636.624345,10272.79482,9615.263421
BTC,2020-02-19,9701.037191,10190.00776,10290.30426,9365.7803
BTC,2020-02-20,9631.484946,9608.93197,9704.692625,9410.921416
BTC,2020-02-21,9670.858654,9631.482559,9770.340692,9579.237409
BTC,2020-02-22,9689.086743,9696.533064,9724.336392,9575.054489
BTC,2020-02-23,9919.551448,9689.085992,10008.54047,9666.519497
BTC,2020-02-24,9640.469505,9921.048562,10008.37849,9480.185942
BTC,2020-02-25,9392.869629,9640.468562,9679.59509,9251.115834
BTC,2020-02-26,8787.978363,9392.868579,9393.864137,8626.935746
BTC,2020-02-27,8784.995352,8790.336853,8977.585565,8530.496379
BTC,2020-02-28,8778.470511,8818.102269,8904.126218,8459.695261
BTC,2020-02-29,8639.591417,8778.467316,8806.844965,8591.29254
BTC,2020-03-01,8548.948322,8639.592081,8747.725718,8412.723329
BTC,2020-03-02,8923.044398,8549.045999,8977.333203,8491.456295
BTC,2020-03-03,8791.112058,8916.73989,8919.263748,8652.809024
BTC,2020-03-04,8756.961062,8791.112073,8852.25666,8682.684594
BTC,2020-03-05,9078.578777,8756.962116,9172.138258,8745.992956
BTC,2020-03-06,9126.636822,9073.160134,9191.15034,9004.944712
BTC,2020-03-07,8925.213488,9126.888318,9204.672359,8858.647557
BTC,2020-03-08,8166.313894,8925.217518,8925.383039,8163.682472
BTC,2020-03-09,7875.750875,8166.313268,8256.125507,7625.189619
BTC,2020-03-10,7959.228274,7939.252823,8159.157919,7745.152079
BTC,2020-03-11,7955.306284,7959.233654,7984.602488,7591.897235
BTC,2020-03-12,5800.208905,7954.440008,7977.84368,5568.01669
BTC,2020-03-13,5672.681201,5803.794314,6013.252892,3867.091312
BTC,2020-03-14,5304.149952,5672.651113,5809.640296,5214.774302
BTC,2020-03-15,5355.187374,5304.149075,6115.834478,5076.862093
BTC,2020-03-16,4944.702336,5359.581995,5439.466703,4452.260545
BTC,2020-03-17,5465.582594,4944.692509,5558.129295,4921.203145
BTC,2020-03-18,5363.822853,5465.555261,5466.942335,5043.075092
BTC,2020-03-19,6301.063404,5363.81623,6428.780443,5274.927112
BTC,2020-03-20,6185.279839,6301.120291,6942.935268,5680.103282
BTC,2020-03-21,6187.05375,6176.205754,6470.354767,5883.754157
BTC,2020-03-22,5884.340133,6187.042146,6431.873162,5802.553402
BTC,2020-03-23,6455.454688,5829.352511,6620.858253,5694.198299
BTC,2020-03-24,6784.318011,6455.45065,6863.602196,6406.037439
BTC,2020-03-25,6706.985089,6784.325204,6981.720386,6488.111885
BTC,2020-03-26,6721.495392,6697.94832,6796.053701,6537.856462
BTC,2020-03-27,6682.780049,6718.084872,6865.541424,6597.307584
BTC,2020-03-28,6229.488343,6682.780622,6688.043277,6044.47511
BTC,2020-03-30,5922.489835,6229.49332,6284.272461,5879.777528
BTC,2020-03-31,6483.739446,5879.816836,6615.78648,5858.857935
BTC,2020-04-01,6446.421347,6483.617042,6533.064909,6344.633536
BTC,2020-04-02,6537.336462,6446.442667,6605.444456,6159.582451
BTC,2020-04-03,6850.558712,6537.68699,7212.725146,6519.934899
BTC,2020-04-04,6776.370094,6796.925196,7049.706366,6612.677956
BTC,2020-04-05,6855.933264,6772.007301,7003.126134,6664.610805
BTC,2020-04-06,6805.362287,6873.720048,6908.855128,6684.715732
BTC,2020-04-07,7278.24397,6809.004568,7319.978093,6775.111014
BTC,2020-04-08,7175.667477,7277.704282,7464.732245,7081.639209
BTC,2020-04-09,7367.293398,7175.669418,7424.743721,7155.211053
BTC,2020-04-10,7321.816614,7366.900961,7399.469133,7125.775519
BTC,2020-04-11,6866.398189,7321.815746,7325.324778,6752.593664
BTC,2020-04-12,6873.848495,6872.137266,6949.788875,6777.889694
BTC,2020-04-13,7043.438864,6873.848555,7201.990355,6797.779063
BTC,2020-04-14,6889.863772,7043.438893,7050.771025,6600.771494
BTC,2020-04-15,6887.554908,6889.863978,6991.326397,6772.322132
BTC,2020-04-16,6718.79995,6887.548898,6942.90708,6701.021116
BTC,2020-04-17,7166.582817,6628.975283,7178.765894,6486.531308
BTC,2020-04-18,7065.082389,7162.527231,7200.317209,6996.149109
BTC,2020-04-19,7277.140586,7065.066086,7301.814371,7029.015961
BTC,2020-04-20,7185.870303,7277.140654,7292.862985,7066.947185
BTC,2020-04-21,6856.146435,7185.870831,7221.915907,6764.430699
BTC,2020-04-22,6904.475773,6856.146426,6954.005137,6782.239371
BTC,2020-04-23,7118.388748,6904.476221,7165.520004,6831.947906
BTC,2020-04-24,7562.032832,7118.388915,7725.671699,7037.554845
BTC,2020-04-25,7497.861764,7556.01926,7608.311143,7407.266922
BTC,2020-04-26,7542.303401,7497.859881,7702.01898,7445.685898
BTC,2020-04-27,7624.853786,7542.303101,7707.594271,7503.770143
BTC,2020-04-28,7776.507543,7624.854338,7798.276656,7621.487082
BTC,2020-04-29,7761.758784,7788.574229,7793.636018,7677.178774
BTC,2020-04-30,8773.106488,7761.758619,8973.079277,7725.542654
BTC,2020-05-01,8767.672623,8768.04718,9469.078423,8415.47474
BTC,2020-05-02,8853.774484,8767.672143,9073.81753,8593.380363
BTC,2020-05-03,8963.057558,8850.788756,9037.341927,8780.037925
BTC,2020-05-04,8904.713817,9002.396916,9223.385534,8747.433419
BTC,2020-05-05,8887.505893,8904.559394,8968.532234,8539.511107
BTC,2020-05-06,8978.283587,8887.507473,9112.866151,8784.09959
BTC,2020-05-07,9371.684273,9032.183227,9392.635447,8927.777068
BTC,2020-05-08,9900.678867,9371.67997,9958.733998,9065.921045
BTC,2020-05-09,9917.248414,9903.830754,10062.71591,9732.806548
BTC,2020-05-10,9617.518195,9917.253174,9957.110928,9546.040993
BTC,2020-05-11,8786.655182,9616.377064,9650.018603,8166.492188
BTC,2020-05-12,8608.125245,8733.637943,9176.18639,8206.331505
BTC,2020-05-13,8815.231245,8608.119937,8980.624505,8509.564215
BTC,2020-05-14,9330.986485,8823.780831,9416.590183,8802.91656
BTC,2020-05-15,9757.296586,9330.985268,9940.956082,9273.416587
BTC,2020-05-16,9362.635557,9795.282556,9848.185361,9155.515351
BTC,2020-05-17,9418.918551,9362.636646,9583.062439,9219.362205
BTC,2020-05-18,9684.701959,9418.913715,9879.71204,9327.763833
BTC,2020-05-19,9723.68015,9673.836632,9933.976225,9523.848992
BTC,2020-05-20,9719.480854,9723.316993,9899.775994,9473.742266
BTC,2020-05-21,9540.886567,9719.254489,9834.557819,9332.915196
BTC,2020-05-22,9141.150637,9540.208922,9571.081815,8806.742839
BTC,2020-05-23,9192.845136,9139.890401,9265.2516,8934.380728
BTC,2020-05-24,9220.075887,9192.845255,9311.849338,9093.834315
BTC,2020-05-25,9048.715119,9219.746036,9301.179312,8856.470863
BTC,2020-05-26,8905.781605,9048.692372,9051.69296,8645.212548
BTC,2020-05-27,8835.727224,8905.746922,9010.897443,8707.124072
BTC,2020-05-28,9112.979176,8835.727224,9224.744965,8820.549193
BTC,2020-05-29,9507.524665,9113.177836,9523.457474,9008.05845
BTC,2020-05-30,9425.281869,9507.563792,9621.613231,9335.814886
BTC,2020-05-31,9688.32439,9434.033792,9732.943979,9334.912832
BTC,2020-06-01,9427.670084,9688.539932,9698.140854,9394.275387
BTC,2020-06-02,10268.58198,9427.232535,10357.78917,9417.354212
BTC,2020-06-03,9516.135443,10268.23188,10292.7031,9298.92095
BTC,2020-06-04,9667.060754,9516.379828,9680.206444,9406.971187
BTC,2020-06-05,9811.367095,9667.085402,9875.662127,9472.251048
BTC,2020-06-06,9659.661298,9811.829378,9860.231447,9619.617459
BTC,2020-06-07,9677.050995,9659.053118,9736.271128,9542.773398
BTC,2020-06-08,9737.458559,9677.050684,9804.446487,9392.842926
BTC,2020-06-09,9791.9279,9737.457447,9803.573516,9652.310114
BTC,2020-06-10,9786.14202,9790.073884,9870.519387,9610.024354
BTC,2020-06-11,9874.967048,9787.914131,9979.715526,9711.85958
BTC,2020-06-12,9260.832641,9875.014214,9962.180331,9108.473046
BTC,2020-06-13,9464.228097,9261.481444,9558.770602,9238.389181
BTC,2020-06-14,9458.659754,9464.086079,9492.899884,9359.847047
BTC,2020-06-15,9351.953728,9458.659753,9481.697453,9250.032408
BTC,2020-06-16,9441.768996,9351.605477,9498.609999,8910.198265
